title,price,storeName,rating,description
"Samsung Galaxy A51 6/128 GB Garansi Resmi SEIN - Hitam",Rp3.848.000,Gudang-HP,4.9,"Ready Stok *05 Maret 2021SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)Size 6.5 inches, 102.0 cm2 (~87.4% screen-to-body ratio) Protection Corning Gorilla Glass 3PLATFORM OS Android 10.0; One UI 2Chipset Exynos 9611 (10nm)CPU Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)GPU Mali-G72 MP3MEMORY Card slot microSDXC (dedicated slot)Internal 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAMMAIN CAMERA Quad 48 MP, 12 MP 5 MP 5 MPSELFIE CAMERA Single 32 MP,BATTERY Non-removable Li-Po 4000 mAh battery"
"XIaomi Poco X3 NFC 8/128 GB Garansi Resmi - Abu-abu",Rp3.431.000,Gudang-HP,4.9,"Ready Stock *08 April 2021SIM Hybrid Dual SIM (Nano-SIM, dual stand-by)Size 6.67 inchesPLATFORM OS Android 10, MIUI 12Chipset Qualcomm SM7150-AC Snapdragon 732G (8 nm)CPU Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)GPU Adreno 618MEMORY Card slot microSDXC (uses shared SIM slot)Internal 12GB 8GB RAMMAIN CAMERA Quad 64 MP, 13 MP, 2 MP, 2 MP,SELFIE CAMERA Single 20 MPBATTERY Type Li-Po 5160 mAh, non-removable"
"Infinix Hot 9 Play 4/64GB garansi resmi - Hijau",Rp1.465.000,"Adola Shop",5,"Spesifikasi:RAM 4GB ROM 64GBQuad Camera 13 MP + 2 MP + 2 MP + AI Lens AF dengan triple-flash light6.82 inch IPS HD + cinematic display8 MP AI In-Display CameraAR Emoji and AR StickerTriple slot dengan dedicated micro SD storage hingga 256 GBDTS audio technologyFingerprint dan face unlockMediatek Helio A25, Octa-core 2.0 Ghz 12 nmBaterai 6.000 mAh dengan Xcharge 10WXOS 6.0 based Android 10"
"Samsung Galaxy A71 8/128Gb Grs resmi Sein - Hitam",Rp4.899.000,"Pluto sellular",5,"Ready Black, Blue, Silver dan Haze Crush SilverGaransi resmi Samsung Indonesia 1thn(Semua Tipe Samsung Kartu Garansi Selalu Nyatu Di Buku Panduan)Imei KedaftarNETWORKTechnologyGSM / HSPA / LTE2G bandsGSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)3G bandsHSDPA 850 / 900 / 1900 / 2100 HSDPA 850 / 900 / 1700(AWS) / 1900 / 21004G bandsLTE (unspecified)SpeedHSPA, LTE-ALAUNCHAnnounced2019, DecemberStatusComing soon. Exp. release 2020, January 31BODYDimensions163.6 x 76 x 7.7 mm (6.44 x 2.99 x 0.30 in)Weight179 g (6.31 oz)BuildGlass front (Gorilla Glass 3), plastic back, plastic frameSIMSingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)DISPLAYTypeSuper AMOLED capacitive touchscreen, 16M colorsSize6.7 inches, 108.4 cm2 (~87.2% screen-to-body ratio)Resolution1080 x 2400 pixels, 20:9 ratio (~393 ppi density)ProtectionCorning Gorilla Glass 3PLATFORMOSAndroid 10.0; One UI 2ChipsetQualcomm SDM730 Snapdragon 730 (8 nm)CPUOcta-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)GPUAdreno 618MEMORYCard slotmicroSDXC (dedicated slot) RAM, 128GB 8GB RAMMAIN CAMERAQuad64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF12 MP, f/2.2, 13mm (ultrawide)5 MP, f/2.4, 25mm (wide), dedicated macro camera5 MP, f/2.2, 1/5.0"", 1.12µm, depth sensorFeaturesLED flash, panorama, HDRVideo2160p@30fps, 1080p@30/240fpsSELFIE CAMERASingle32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µmFeaturesHDRVideo1080p@30fpsSOUNDLoudspeakerYes3.5mm jackYesCOMMSWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth5.0, A2DP, LEGPSYes, with A-GPS, GLONASS, GALILEO, BDSNFCYes (market dependent)RadioFM radioUSB2.0, Type-C 1.0 reversible connector, USB On-The-GoFEATURESSensorsFingerprint (under display, optical), accelerometer, gyro, proximity, compassMessagingSMS(threaded view), MMS, Email, Push Email, IMBrowserHTML5 ANT+BATTERY Non-removable Li-Po 4500 mAh batteryChargingFast battery charging 25W"
"Infinix Hot 9 Play 4/64 GB Garansi Resmi - 4GB 64GB, Black",Rp1.469.000,duniagadgetku,4.9,"Ada 2 Varian:2GB 32GB ~ Ram 2 GB Internal 32 GB3GB 64GB ~ Ram 3 GB Internal 64 GB4GB 64GB ~ Ram 4 GB Internal 64 GBGaransi Resmi Imei terdaftarNETWORK Technology GSM / HSPA / LTELAUNCH Announced 2020, April 09Status Available. Released 2020, April 09BODY Dimensions 171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in)Weight 209 g (7.37 oz)Build Glass front, plastic back, plastic frameSIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type IPS LCD capacitive touchscreen, 16M colorsSize 6.82 inches, 110.5 cm2 (~82.4% screen-to-body ratio)Resolution 720 x 1640 pixels (~263 ppi density)PLATFORM OS Android 9.0 Pie (Go edition) - 32/2GBAndroid 9.0 (Pie) - 32/3GB, 64/3-4GBChipset Mediatek MT6761 Helio A22 (12 nm) - 32/2GBMediaTek Helio A25 (12 nm) - 32/3GB, 64/3-4GBCPU Quad-core 2.0 GHz Cortex-A53 - 32/2GBOcta-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) - 32/3GB, 64/3-4GBGPU PowerVR GE8300PowerVR GE8320MEMORY Card slot microSDXC (dedicated slot)Internal 32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM eMMC 5.1MAIN CAMERA Dual 13 MP, (wide), 1/3.1"", 1.12µm, AFQVGA (Low light sensor)Features Triple-LED flash, panorama, HDRVideo 1080p@30fpsSELFIE CAMERA Single 8 MP, (wide)Video 1080p@30fpsSOUND Loudspeaker Yes3.5mm jack YesCOMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPSRadio FM radioUSB microUSB 2.0, USB On-The-GoFEATURES Sensors Fingerprint (rear-mounted), accelerometer, gyro, proximity, compassBATTERY Non-removable Li-Po 6000 mAh battery"
"Xiaomi Redmi Note 9 4/64 GB - Garansi Resmi Xiaomi Indonesia - Hijau",Rp2.088.000,"Universe Store",5,"Garansi Resmi Xiaomi Indonesia 15 Bulan100% Baru dan Segel Asli Xiaomi , Garansi Dijamin Belum jalan / AktivasiImei Terdaftar Resmi di kemenperinAbu2 = agak biru seperti di foto produkSpesifikasi :Jaringan GSM / HSPA / LTESistem Operasi Android 10Prosesor MediaTek Helio G85 12nm (Octa-core 2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPU Mali-G52 MC2RAM 4 GBROM 64 GBUkuran Layar 6.53 inchTipe Layar IPS LCD capacitive touchscreen, 16M colorsResolusi Layar 1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)Kamera Belakang 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro), AF2 MP, f/2.4, (depth)Kamera Depan 13 MP, f/2.3, 29mm (standard), 1/3.1"", 1.12µmAudio 1216 X max0,5mm speaker ultra-linear amplitudo tinggi Smart PA 11V eksternal, penambah tekanan, volume tinggi 3,5mm jack headphoneWLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPS, GLONASS, GALILEO, BDSSensor Fingerprint (rear-mounted), accelerometer, gyro, proximity, compassBaterai 5020 mAhPengisian Daya Fast charging 18W; Reverse charging 9WSlot Memori Eksternal MicroSD SlotSIM Dual Nano SIMBerat 199 gDimensi 162,3 x 77,2 x 8,9 mmLainnya BuildGlass front (Gorilla Glass 5), plastic frame. Splash-proof coatingInfra RedYesUSB2.0, Type-C 1.0 reversible connectorVideo1080P@30fps, 720@30fps, Slow motion 720@120fpsMultimediaMP4, M4V, MKV, XVID, WAV, AAC, MP3, AMR, FLAC, APE"
"Samsung Galaxy A51 6/128Gb Grs resmi Sein - Haze silver, A51 8/256Gb",Rp4.249.000,"Pluto sellular",5,"Ready Haze silverGaransi resmi Samsung Indonesia 1thnSemua Tipe Samsung, Kartu Garansi selalu nyatu di Buku PanduanImei TerdaftarA51 6/128Gb | 8/256GbPilih warna lanjut pilih varianSuper AMOLED capavitive tochscreen 16M colorssize 6.5Resolution 1080 x 2400 Pixelsprotection Corning Gorilla Glass 3Os Android 10.0;One UI2Chipset Exsynos 9611(10nm)CPU Octa CoreGPU Mali G-72MP3card slot microSD up to 1TB (dedicateslot)internal 6GB 128GBCameraQuad 48MP,12MP,5MP,5MPlead flash,panorama,HDRVideo 2160p@30fps,1080pselfie CameraSingle 32MPfeatures HDRVideo 1080NFC yesCharging Fast Battery Charging 15 W"
"VIVO V11 PRO 6/64 GARANSI RESMI VIVO INDONESIA - Hitam",Rp2.639.900,"VIVO ST0RE",5,"VIVO V11 PROBONUS :1. IRING2. GURITA3. SOFTCASE ( BAWAAN )4. ANTI GORES ( BAWAAN )5. WATER PROOF CASE6. TONGSIS7. HEADSET BLUETOOTH8. SPEAKER BLUETOOTH ( HABIS )NOTE :BONUS AKAN DI KASIH SELAMA PERSEDIAAN MASIH ADA.( SEBELUM ORDER BS CHAT DL UNTUK TANYAKAN BONUS )UNTUK BONUS SPEAKER BLUETOOTH TELAH KOSONG SEBAGAI PENGGANTINYA KITA KASIH HEADSET BLUETOOTHNB :SEBELUM PESAN CEK DULU YA GAN WARNA NYA JANGAN SALAH KLIK. KARENA TIAP WARNA SUKA BERBEDA HARGA TERGANTUNG DARI KONDISI STOK BARANGBILA SALAH KLIK VARIAN KAMI AKAN TETAP KIRIM SESUAI DENGAN PILIHAN ANDA.GSM / CDMA / HSPA / LTEBODY Dimensions 157.9 x 75 x 7.9 mm (6.22 x 2.95 x 0.31 in)Weight 156 g (5.50 oz)SIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type Super AMOLED capacitive touchscreen, 16M colorsSize 6.41 inches, 100.9 cm2 (~91.4% screen-to-body ratio)Resolution 1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)Multitouch YesProtection To be confirmedPLATFORM OS Android 8.1 (Oreo)Chipset Qualcomm SDM660 Snapdragon 660AIECPU Octa-core (4x2.2 GHz Kryo 260 & 4x1.95 GHz Kryo 260)GPU Adreno 512MEMORY Card slot microSD, up to 256 GB (dedicated slot)Internal 64 GB, 6 GB RAMMAIN CAMERA Dual 12 MP+5 MP, Dual Pixel PDAF depth sensorFeatures LED flash, HDR, panoramaVideo 2160p@30fps, 1080p@30fpsSELFIE CAMERA Single 25 MP, f/2.0Features HDRVideo 1080p@30fpsSOUND Alert types Vibration; MP3, WAV ringtonesLoudspeaker Yes3.5mm jack Yes - Active noise cancellation with dedicated micCOMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspotBluetooth 4.2, A2DP, LE, EDRGPS Yes, with A-GPS, GLONASSRadio NoUSB microUSB 2.0, USB On-The-Go - Fast battery charging: VOOC Flash Charge 5V/4A- MP4/H.264 player- MP3/WAV/eAAC+/FLAC player- Document viewer- Photo/video editorBATTERY Non-removable Li-Po 3400 mAh battery"
"SAMSUNG GALAXY M31 - 6000mAh Battery - 6GB 128GB 6/128 - Garansi Resmi - Biru",Rp3.399.900,"Shopyz ID",5,"SAMSUNG GALAXY M31 6/128GBGARANSI RESMI SEIN SAMSUNG INDONESIAIMEI TERDAFTAR DI WEBSITE KEMENPERINWARNA TERSEDIA SESUAI VARIAN- HITAM- BIRU- MERAHSpesifikasi :NETWORKTechnology GSM / HSPA / LTELAUNCHAnnounced 2020, February 25Status Available. Released 2020, March 5BODYDimensions 159.2 x 75.1 x 8.9 mm (6.27 x 2.96 x 0.35 in)Weight 191 g (6.74 oz)Build Glass front (Gorilla Glass 3), plastic back, plastic frameSIM Dual SIM (Nano-SIM, dual stand-by)DISPLAYType Super AMOLED capacitive touchscreen, 16M colorsSize 6.4 inches, 96.7 cm2 (~80.9% screen-to-body ratio)Resolution 1080 x 2340 pixels, 19.5:9 ratio (~411 ppi density)Protection Corning Gorilla Glass 3PLATFORMOS Android 10.0; One UI 2.0Chipset Exynos 9611 (10nm)CPU Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)GPU Mali-G72 MP3MEMORYCard slot microSDXC (dedicated slot)Internal 64GB 6GB RAM, 128GB 6GB RAM UFS 2.1MAIN CAMERATriple 64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, 25mm (macro), 1/5.0"", 1.12µm5 MP, f/2.2, (depth)Features LED flash, panorama, HDRVideo 2160p@30fps, 1080p@30fps, gyro-EISSELFIE CAMERASingle 32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µmFeatures HDRVideo 2160p@30fps, 1080p@30fpsSOUNDLoudspeaker Yes3.5mm jack YesCOMMSWLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotUSB 2.0, Type-C 1.0 reversible connectorBATTERY Non-removable Li-Po 6000 mAh battery"
"Samsung A71 8/128GB GARANSI RESMI SEIN - Hitam",Rp4.875.000,centralphone73,5,"Detail - Display: 6.7-inch, Full HD+ (1080 x2400), Super AMOLED Plus, Infinity-O Display- Camera rear: Main: 64MP, F1.8, Depth: 5MP, F2.2, Macro: 5MP, F2.4, Ultra Wide: 12MP, F2.2- Camera front: 32MP, F2.2- Body: 163.6 x 75.9 x 7.9mm / 172g- AP: Qualcomm Snapdragon, 730G, Octa Core (Dual 2.2GHz, 1.7GHz)- Memory: 8 RAM, 128GB Internal Storage- Battery: 4,500 mAh (typical), 25W Super-Fast Charging- Feature: NFC & Samsung Pay"
"VIVO Y12 RAM 3/64 GARANSI RESMI VIVO INDONESIA - demo tanpa dus",Rp1.649.900,"VIVO ST0RE",4.9,"NEW ARIVAL VIVO Y12 RAM 3/64 GB Ultra All Screen & FingerprintGaransi Resmi VIVO INDONESIABarang Terdaftar Resmi di Pusat VIV0O ( Garansi bisa diclaim Di Seluruh Servis Center VIVO INDONESIA ) dan 100 % ORIGINAL & 100 % BARU.BONUS :1. IRING2. GURITA3. SOFTCASE 4. ANTIGORES ( Sudah Terpasang )5. TONGSIS 6. WATERPROOF CASE7. HEASET BLUETOOTHBONUS SELALU TERSEDIA....!!!!!PENGIRIMAN CEPAT DAN DIJAMIN SAMPAI TUJUAN ANDA .PACKING LEBIH AMAN DENGAN MENGGUNAKAN BUBLE WRAP ( FREEE ).NB :SEBELUM ORDER CEK DULU YA GAN WARNA NYA DAN SAAT ORDER MOHON TULIS WARNA DI KETERANGAN.MOHON PILIH SESUAI VARIANT WARNA YG INGIN DI ORDER KARENA BEDA WARNA KADANG BISA BEDA HARGA TERGANTUNG DARI KONDISI STOK BARANG, JIKA SALAH KLIK VARIANT MAKA KITA AKAN TETAP KIRIM SESUAI PILIHAN ANDA.Spesifikasi:Fitur Vivo Y12 3/64 GB :Layar Super FullView Display (HD+ 1544 x 720 Pixel)Kamera Depan 8MP dilengkapi Al Face Beauty & Kamera belakang 13MP plus PDAFKamera Belakang Memiliki 3 Kamera Yaitu 13 MP, f/2.2, PDAF, 8 MP f/2.2,16mm (ultrawide), 2 MP, f/2.4, depth sensorFitur Keamanan dengan Finger print sensorChipset Mediatek MT6762 Helio P22 Baterai berkapasitas 5000 mAh RAM 3GB Memori Internal 64GB"
"Xiaomi Poco M3 4/64 dan 6/128 Gb Snapdragon 662 Garansi Resmi - Power Black, Ram 4/64 Gb",Rp1.899.000,inoe87,5,"*** Buat yang bertanya repack / no repack silahkan tonton Video ini , unit di kirim kondisi segel asli pabrik ***https://youtu.be/bKeQPAobLQ0••• Sebelum Order Mohon Luangkan Waktu Sebentar Untuk Membaca Proses Pengiriman •••••• Info Untuk Pengiriman Menggunakan Kurir Sicepat , Senin - Sabtu Paket Di Pickup Jam 8 Malam , Khusus Hari Minggu Hanya Sampai Jam 4 Sore , Update Resi Jam 9 - 10 Malam , Mohon Di Mengerti , Terima Kasih •••••• Info Untuk Pengiriman Kurir Jnt , Jne , Antaraja , 1 Jam setelah Order Masuk Update Pengiriman , Terima Kasih •••••• Khusus Jne Sabtu Hanya Sampai Jam 5 Sore , Minggu Jne Libur •••••• Info Untuk Pengiriman Grab Sameday / Instan Sebelum Jam 5 Sore , Gosend Sameday / Instan Sebelum Jam 3 Sore , Terima Kasih •••*** ANTI CANCEL , PASTI KIRIM , SETIAP ORDER YANG MASUK PASTI DI KIRIM ****** Ketentuan pembelian dengan layanan TUKAR TAMBAH sebagai berikut ***Handphone akan dijemput oleh kurir Tokopedia dengan ketentuan berikut: • Pesanan diterima sebelum jam 12:00, penjemputan oleh kurir dilakukan di hari yang sama • Pesanan diterima di atas jam 12:00, penjemputan oleh kurir dilakukan keesokan harinya • Penjemputan handphone hanya dilakukan di hari kerja. Sabtu, Minggu, dan hari libur nasional, tidak ada penjemputan kurir.• POCO M3 •• 100% PRODUKSI INDONESIA• 100% PASTI KIRIM• 100% BARU• 100% SEGEL NO REPACK• 100% GARANSI RESMI • 100% ORIGINAL• 100% IMEI TERDAFTAR KEMENPERIN--------- ISI DALAM BOX ----------• 1 UNIT HP POCO M3• 1 UNIT CHARGER • 1 UNIT KABEL TYPE C• 1 UNIT SOFTCASE• 1 UNIT SIM EJECTOR• 1 BUKU PANDUAN PENGGUNA------------- SPESIFIKASI POCO M3 -----------------• Operating System: MIUI 12 untuk POCO, berbasis Android 10• Simcard Slot: Dual sim• Battery Capacity: 6000mAh• Kamera Belakang: 48MP AI Triple Kamera• 48 MP Kamera utama• Kamera Depan: 8 MP Kamera Depan• Screen Size: 6.53"" FHD+ Layar Dot Drop• Resolusi: 2340x1080 FHD+"
"VIVO Y15 RAM 4/64 GARANSI RESMI VIVO INDONESIA - demo tanpa dus",Rp1.799.900,"VIVO ST0RE",5,"VIVO Y15 RAM 4/64BONUS :1. IRING2. GURITA3. SOFTCASE ( BAWAAN )4. ANTI GORES ( BAWAAN )5. WATER PROOF CASE6. TONGSIS7. HEADSET BLUETOOTHNOTE :BONUS AKAN DI KASIH SELAMA PERSEDIAAN MASIH ADA.( SEBELUM ORDER BS CHAT DL UNTUK TANYAKAN BONUS )NB :SEBELUM ORDER CEK DULU YA GAN WARNA NYA DAN SAAT ORDER MOHON TULIS WARNA DI KETERANGAN.MOHON PILIH SESUAI VARIANT WARNA YG INGIN DI ORDER KARENA BEDA WARNA KADANG BISA BEDA HARGA TERGANTUNG DARI KONDISI STOK BARANG, JIKA SALAH KLIK VARIANT MAKA KAMI AKAN TETAP KIRIM SESUAI PILIHAN ANDA.Spesifikasi Resmi Dari •gsmarena•Technology GSM / HSPA / LTELAUNCHAnnounced 2019, MayStatus Available. Released 2019, MayBODYDimensions 159.4 x 76.8 x 8.9 mm (6.28 x 3.02 x 0.35 in)Weight 190.5 g (6.74 oz)SIM Dual SIM (Nano-SIM, dual stand-by)DISPLAYType IPS LCD capacitive touchscreen, 16M colorsSize 6.35 inches, 99.6 cm2 (~81.4% screen-to-body ratio)Resolution 720 x 1544 pixels (~268 ppi density)PLATFORMOS Android 9.0 (Pie); Funtouch 9Chipset Mediatek MT6762 Helio P22 (12 nm)CPU Octa-core 2.0 GHz Cortex-A53GPU PowerVR GE8320MEMORYCard slot microSD, up to 256 GB (dedicated slot)Internal 64 GB, 4 GB RAMMAIN CAMERATriple 13 MP, f/2.2, PDAF8 MP, f/2.2, 16mm (ultrawide)2 MP, f/2.4, depth sensorFeatures LED flash, HDR, panoramaVideo 1080p@30fpsSELFIE CAMERASingle 16 MP, f/2.0Video SOUNDLoudspeaker Yes3.5mm jack Yes Active noise cancellation with dedicated micCOMMSWLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPS, GLONASS, GALILEO, BDSRadio FM radioUSB microUSB 2.0, USB On-The-GoFEATURESSensors Fingerprint (rear-mounted), accelerometer, proximity, compassBATTERY Non-removable Li-Po 5000 mAh batteryMISCColors Aqua Blue, Burgundy Red, Phantom Black"
"VIVO Y91 RAM 2/16 GARANSI RESMI VIVO INDONESIA - Hitam",Rp1.499.900,"VIVO ST0RE",5,"VIVO Y91 RAM 2/16 Ultra All Screen || FingerprintWarna:Starry BlackNebula PurpleBONUS :1. IRING2. GURITA3. SOFTCASE ( BAWAAN )4. ANTI GORES ( BAWAAN )5. WATER PROOF CASE6. TONGSIS7. HEADSET BLUETOOTHNOTE :BONUS AKAN DI KASIH SELAMA PERSEDIAAN MASIH ADA.( SEBELUM ORDER BS CHAT DL UNTUK TANYAKAN BONUS )UNTUK BONUS SPEAKER BLUETOOTH TELAH KOSONG SEBAGAI PENGGANTINYA KITA KASIH HEADSET BLUETOOTHNB :SEBELUM PESAN CEK DULU YA GAN WARNA NYA DAN SAAT ORDER MOHON TULIS WARNA DI KETERANGAN.Spesifikasi VIVO Y91:RAM 2 GBROM 16 GBLayar 6,22 inchBaterai 4030mAhFACE UNLOCK + FINGERPRINTKamera Depan 8MPDual Kamera Belakang 13MP + 2MOAndroid Oreo 8.1Dual Sim CardMemory Up to 256GbGARANSI RESMI VIVO INDONESIA"
"Samsung Galaxy M31 Smartphone [6 GB/ 128 GB] Garansi Resmi Sein - Biru",Rp3.399.000,"indraw shop",5,"Layar : 6.4 inchOs : Android 10Processor : exynoss 9611Kamera front 32mp rear 64mpBattery 6000 mah"
"Samsung Galaxy M31 RAM 6GB/ROM 128GB GARANSI RESMI SEIN - Biru",Rp3.368.000,"D'Lounge shop",5,"Garansi Resmi SEIN 1tahun Silahkan di order boss ku 😉"
"samsung a10s garansi resmi-random",Rp1.305.000,"Nomor Cantik 898",4.9,"Silahkan baca deskripsinya terlebih dahulu sebelum berbelanja ya kakak kakak,Selamat berbelanja...😊🙏Ketentuan Asuransi1. Seluruh paket dan barang wajib diasuransikan tanpa ketentuan nilai minimum.2. Kehilangan/kerusakan barang yang tidak diasuransikan diluar tanggung jawab kami.3.Asuransi bersifat OPSIONAL, jika tidak mengaktifkan asuransi maka segala resiko barang hilang atau rusak akibat pengiriman barang oleh kurir akan menjadi tanggung jawab pembeli dan tidak akan mengajukan klaim kepada penjual ataupun Tokopedia.Baru,Segel,Asli Samsung A10s!Samsung jangan Request no repack !Samsung yg di jual online pasti repack!Jika ada kendala pada unit ,langsung bawa ke service center resmi.😊🙏SAMSUNG A10S 2/32GB GARANSI RESMI SEIN 1 TAHUN 2/32 GBwarna random, jika ingin req warna mohon chat saya, dan sabar menunggu konfirmasi dari saya terlebih dahulu :) GSM / HSPA / LTE2019, August156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in)168 g (5.93 oz)Front glass, plastic bodySingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)IPS LCD capacitive touchscreen, 16M colors6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)720 x 1520 pixels, 19:9 ratio (~271 ppi density)Android 9.0 (Pie)Mediatek MT6762 Helio P22 (12 nm)Octa-core 2.0 GHz Cortex-A53PowerVR GE8320microSD, up to 512 GB (dedicated slot)32GB 2GB RAM13 MP, f/1.8, 28mm (wide), AF2 MP, f/2.4, depth sensorLED flash, panorama, HDR1080p@30fps8 MP, f/2.0Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot5.0, A2DP, LEYes, with A-GPS, GLONASS, GALILEOFM radiomicroUSB 2.0Fingerprint (rear-mounted), accelerometer, proximityNon-removable Li-Po 4000 mAh batteryCatatan: Harap merekam proses unboxing agar bisa melakukan komplain dan kami terima dengan baik apabila ada barang yang cacat/ rusak ataupun kurang. Bila tidak ada video maka kami tidak akan menanggapi. Mohon pengertiannya. Terima kasih.😊🙏"
"Apple iPhone 12 Pro 128GB 256GB 512GB 128 256 512 GB Resmi Tam iBox - 128GB",Rp18.499.000,chocoapple,4.8,"KENAPA HARUS BELI SAMA Choco Apple?1. TRUSTED SELLER bukan cuma seller musiman yang setelah barang jualannya lakutrus menghilang entah kemana.2. BARANG DIJAMIN BRAND NEW IN BOX + SEGEL3. CLAIM GARANSI KAMI BANTU**** BACA INI SEBELUM MEMBELI ****- Barang Asli dari Apple store- Barang New BNIB SEGEL, Bukan replika2an- Warranty Resmi TAM/iBox 1 Tahun"
"Samsung Galaxy J2 Prime Garansi Resmi SEIN Indonesia NEW segel - Hitam",Rp1.599.000,shopx,4.9,"HARAP DIBACA!Selama produk tayang berarti Ready, Pilih VARIANT WARNA yang diinginkan, bukan menulis warna diketerangan. JIKA BISA DI PILIH BERARTI STOCK TERSEDIABayar langsung jangan disimpan nanti-nanti untuk menghindari stock barang habis Asuransi wajib, disediakan oleh Tokopedia langsungJika terjadi kehilangan sebagian / seluruh produk silahkan klaim ke tokopedia langsungSamsung Galaxy J2 Prime Baru SegelGaransi Resmi Samsung Indonesia (SEIN) 1 TahunTidak menerima pengembalian produk karena barang baru bersegel jika berkendala silahkan ke service center garansi resmiTidak ada nota. Claim garansi bisa pakai invoice Tokopedia."
"Apple iPhone 12 Pro Max 12 Promax 128GB 256GB 512GB DUAL NANO SIM - 128gb",Rp19.350.000,chocoapple,4.9,"KENAPA HARUS BELI SAMA Choco Apple?1. TRUSTED SELLERbukan cuma seller musiman yang setelah barang jualannya laku trus menghilang entah kemana.2. BARANG DIJAMIN BRAND NEW IN BOX + SEGEL3. MENERIMA TRANSAKSI VIA TOKOPEDIA4. CLAIM GARANSI KAMI BANTU**** BACA INI SEBELUM MEMBELI ****- Barang Asli dari Apple Store- Barang New BNIB SEGEL- Warranty Apple 1 Tahun, Bisa bantu Claim garansi"
"APPLE IPHONE X 256 GB FU GSM ORIGINAL SILENT CAMERA GARANSI 1 TAHUN - Silver",Rp6.388.000,"MY IPHONESTORE",4.8,"Iphone X 256GB Garansi 1 TahunBISA SEMUA KARTU ALL OPERATOR( FREE TEMPERED GLASS + SOFTCASE TRANSPARAN + STICKER APPLE )SEBELUM ORDER WAJIB DIBACA :1. New Original 100% ( Jika tidak terbukti original, uang kembali 2x lipat )2. Produk 100% Original BUKAN SUPERCOPY / REPLIKA3. Fisik mulus 100% ( BUKAN SECOND )4. Mesin Normal 100%5. IMEI dan ICLOUD dijamin AMAN6. Garansi 1 Tahun7. Kelengkapan FULLSET8. SILENT CAM9. BATTERE HEALTH 100%KETENTUAN GARANSI :1. Segel harus dalam kondisi utuh, tidak boleh rusak atau terindikasi pernah dibongkar.2. Aksesoris [charger, headset, kabel data] harus dalam keadaan baik.3. Harap menjaga kondisi handphone dalam kondisi mulus tidak lecet / cacat fisik, lengkap dan segel utuh selama masa garansi.GARANSI HANGUS APABILA1. Segel bolong/lepas/sobek yang terindikasi pernah dibongkar.2. Body lecet / gompal bekas jatuh.3. LCD pecah / rusak karena kesalahan pemakaian.4. Handphone terkena cairan ataupun terbakar.* Dengan membeli maka kami anggap anda telah membaca dan"
